569.9937	-2.2294	2.089611	7.024788
575.9996	-3.647813	1.186552	6.905669
579.0826	-0.8549733	2.528516	6.91152
583.6871	-5.946953	2.277314	8.924308
587.6309	-5.335799	2.109344	7.488272
590.7339	-2.419655	1.068285	7.878992
595.1983	-7.137296	2.96143	9.990738
600.1431	-4.517174	1.27261	6.823416
603.8467	0.07432103	1.396417	9.905937
607.8707	-1.507286	2.208621	6.236149
612.8155	-6.984924	1.045131	6.415952
616.2989	-1.657915	2.381133	7.744666
621.2838	0.2745007	1.07408	8.144406
625.5679	-7.383535	2.286519	8.802948
630.0323	-0.7237146	2.840502	6.697607
635.3174	-6.792191	2.814436	9.981899
639.1812	-4.412528	1.649032	9.092079
644.9669	-1.880736	2.75718	7.577803
648.2701	0.5466773	1.282706	6.877411
652.334	-2.521255	2.847288	7.488852
655.7574	-3.218461	1.486278	6.764261
659.2608	-1.770072	2.391963	7.027122
664.4859	1.374842	2.614223	8.413074
668.3297	-7.486104	2.02758	8.061954
674.0753	-6.402274	1.786701	9.959175
679.6807	-4.457261	2.75094	6.345703
683.9249	-2.182513	2.049158	9.359064
689.3101	-3.264427	2.003967	9.458376
694.6553	0.2121061	2.189926	9.981716
697.8184	1.401549	1.974768	9.654108
702.3428	-2.270866	2.852712	7.579579
705.7862	-6.359817	2.555681	7.362061
711.5318	-3.830884	1.989085	9.333189
716.0362	1.139254	2.550072	7.524734
719.2593	-2.507837	1.248594	7.24314
723.9239	-4.573824	1.174574	6.932755
729.8096	1.222321	1.283016	7.024925
734.0938	-6.328004	1.833253	8.842995
739.8795	1.009259	1.787755	6.520809
745.4849	-2.869086	2.71289	7.118421
749.2286	-4.942122	1.595471	8.56255
753.813	-3.303062	2.877334	9.955534
759.4385	-6.134388	1.457496	7.986441
765.6246	-4.079611	2.148109	8.128635
771.5704	0.5873095	2.361223	8.367414
776.5753	-7.087829	2.094721	8.663979
782.501	-4.065271	2.143389	6.072258
787.586	-5.027231	1.209723	6.546829
792.0103	-7.069191	1.995619	6.065058
797.3555	-3.267076	2.759439	7.34861
803.2413	0.6865696	1.043319	9.141702
807.3052	-1.016922	2.439379	7.256021
810.4683	1.212966	2.97593	8.699603
814.232	-1.660258	2.250582	8.630339
