299.414	-6.433387	1.335779	9.785244	-4.028269	1.45977	9.058067	
302.5523	-4.594457	2.393975	9.464428	-3.995287	1.909848	7.043409	
305.4307	1.450949	2.542752	7.203218	-2.509937	1.265032	9.759306	
308.3091	-1.02836	2.835216	9.834137	-3.957636	2.60497	6.163869	
311.4074	-7.29008	2.989949	7.093039	-3.736005	2.311552	7.378279	
314.2458	-6.745282	1.902961	6.338396	-1.875301	2.856403	6.797434	
317.5041	-0.481244	1.530927	8.125604	-5.138592	1.784919	6.815755	
320.2825	-0.4476175	1.833322	6.334895	0.2462152	2.935135	8.714389	
323.4608	-2.300602	1.277206	9.62038	-2.974662	2.184664	7.194931	
326.659	1.495804	2.154971	7.748132	-3.338475	2.592952	7.790407	
329.6974	-0.3327546	1.654236	9.057381	-1.825816	2.921869	7.186632	
332.5758	-6.029276	2.133914	6.283922	-7.325692	1.979687	9.017124	
335.774	-1.138829	1.301978	6.49703	-0.6408976	2.334593	9.046396	
338.7924	-5.270502	1.402234	8.2077	-2.263883	1.934346	9.496719	
341.5908	-0.4141233	1.008059	8.195379	-5.254797	1.003758	9.383764	
344.5092	0.1841308	2.258363	7.072019	-6.215978	1.346109	6.444775	
347.3876	-2.803792	2.515276	6.733446	-0.102075	2.384602	9.231668	
350.6259	-7.13076	1.052183	7.540487	-1.786686	2.359341	6.697758	
353.4043	-5.573979	2.369966	8.85679	-1.149342	2.202053	9.731144	
356.4227	-4.453425	1.938185	6.388025	-2.232002	2.255119	9.98222	
359.441	1.454342	2.34152	9.927238	-2.973334	2.806487	8.295516	
362.2595	-7.019673	1.672229	9.890415	-5.941679	2.301485	6.926903	
365.1379	-5.656341	1.069086	8.700922	-3.423303	1.673084	9.868936	
368.3961	-1.690034	2.113231	8.484257	-3.937428	1.92686	6.520727	
371.4944	-6.247961	2.71051	9.337758	1.23426	1.036381	8.512012	
374.4128	-5.363532	2.075946	7.861568	-0.3451347	1.316914	9.317875	
377.631	-0.8448056	2.119714	7.062495	-6.614069	1.481964	7.477274	
380.5694	-5.181218	1.72518	8.98372	-0.904622	1.714755	9.670094	
383.6877	-1.584273	1.097853	8.933331	-4.867765	1.476794	8.628754	
386.786	1.388296	1.358561	8.144196	-6.193314	1.922737	8.663368	
389.9442	0.481696	2.748766	7.235637	-5.814188	2.547357	7.433752	
392.7427	-7.31881	1.520773	9.435155	1.412294	2.513613	6.651844	
395.801	-4.340911	2.291031	9.310068	0.460131	1.478802	6.227386	
398.5795	-0.7934027	2.261501	6.250481	-6.776587	1.642805	8.601728	
401.3979	-0.5364234	1.187211	6.373077	-4.322173	1.168298	9.578119	
404.1964	-1.75932	2.544	7.770175	0.1079956	1.187911	6.022772	
407.3947	0.6924307	2.816762	9.881044	-3.517464	1.509655	8.73733	
410.2731	-5.884248	2.2835	8.398017	-0.9604248	1.329238	6.991554	
413.4513	-0.4507945	2.932295	7.49215	-6.712745	2.773022	8.426256	
416.5696	-6.324265	1.502381	8.890532	-0.01156867	2.172298	9.068623	
419.7079	1.249132	1.994038	6.82163	-3.979089	1.641339	7.58838	
422.8462	-0.8024631	1.96653	6.149427	-1.743535	1.737592	9.982495	
425.8845	0.680113	1.75912	7.157719	-4.706707	1.197929	7.258325	
428.7029	-4.386957	1.305922	6.181383	-1.483588	1.30705	9.823185	
431.6013	-4.343966	1.293254	6.721899	0.08039892	1.607602	6.047892	
434.5397	-6.764707	1.791106	7.385727	-3.593346	2.385785	6.18282	
437.4781	-6.449183	1.558127	6.193513	-2.789444	2.512639	6.35297	
440.5964	-0.1746341	2.458972	8.389469	-4.476887	1.05416	7.669892	
443.4548	-4.9106	2.009279	8.246956	-0.6722827	2.660271	6.939285	
446.6731	-3.579022	1.341094	6.426628	-2.879953	2.015947	9.444408	
449.5515	-1.326401	1.73621	8.291967	-3.785041	2.194015	8.830563	
452.6098	-6.08523	1.961838	9.159281	-1.16567	2.152495	8.954964	
455.7481	-1.285237	2.878539	7.198699	-5.164989	2.71179	6.823669	
458.9663	-0.5391239	2.684699	7.839456	-5.334685	2.320435	8.309984	
461.8647	0.7846698	1.242054	9.59683	-1.231724	1.179291	6.656179	
464.8831	-7.278266	2.490331	8.826604	0.8474571	1.906165	7.844211	
468.1213	-7.281946	1.359535	6.439423	-0.3006787	1.390281	7.314636	
471.1396	0.1112701	1.548887	9.490599	-6.996747	2.033306	9.034584	
474.3778	-0.2146344	2.857491	6.390366	-6.226133	2.792709	8.370088	
477.2962	0.8963742	2.445483	7.727353	-6.571035	2.693613	6.606688	
480.3146	-6.998648	1.875339	8.788177	1.260957	1.904247	6.850325	
483.2929	-3.199505	1.539869	6.790964	-0.3636892	2.588356	8.315645	
486.4312	-7.466478	1.346062	8.334497	-1.13956	2.299321	8.92766	
489.4496	-5.742101	2.244787	7.321608	-1.770785	1.88938	8.812429	
492.288	1.287315	2.494687	9.354394	-6.146797	1.513944	9.41578	
495.0665	-3.994765	2.356653	8.837702	-0.5608315	1.129764	6.107154	
497.9649	-4.659019	2.36059	7.541253	-7.208919	1.029571	9.297777	
501.2031	0.0478369	2.964369	8.200568	-4.645791	1.822373	8.060984	
504.0615	-4.567029	1.672061	6.783945	-7.115385	2.830864	6.104294	
506.9799	-6.025017	1.577268	9.583509	-1.891335	1.833226	9.166574	
509.8184	-1.510678	2.906677	7.437107	1.020785	2.297072	8.582674	
512.6978	-5.29806	1.725115	7.458051	-0.4540013	1.060296	7.905498	
515.9009	-4.892619	1.957459	6.953394	-2.446191	1.156675	7.07073	
518.8839	-7.143314	1.332488	8.188876	-0.1540916	2.193147	7.638225	
522.0469	-5.610443	2.156346	6.589828	-0.8815594	1.2393	7.784301	
525.0699	1.452147	1.798666	9.944676	-5.85712	1.660901	8.051794	
528.0328	-2.04024	2.808407	8.131762	-4.286022	1.045094	8.321233	
530.8555	-5.07598	2.124605	9.847721	-0.3233541	1.049784	7.971357	
533.8384	-1.860882	2.324072	9.049828	0.4716163	2.945784	6.352846	
536.7613	-7.368504	2.424836	8.603674	-5.924887	2.34879	6.457827	
539.9444	-5.371504	2.30875	7.724571	-2.291253	1.883415	9.722481	
543.0274	0.6246653	2.511932	8.900547	-3.623785	1.136509	7.763986	
545.9102	-2.556895	1.168165	6.927464	1.276646	1.045272	9.824455	
