569.233	-2.947399	1.432467	6.765362
572.7164	0.3534661	2.005943	6.164
577.7012	-2.603145	1.462082	8.773193
581.585	-5.227639	1.135493	8.716923
586.9703	-2.68714	1.507677	9.845512
591.5147	-2.897391	2.765512	9.21936
595.2383	-0.9376239	2.00899	6.299636
599.3423	-0.0827738	2.699183	9.416183
602.3853	-7.213234	1.190881	6.838872
606.7496	-7.109272	2.122005	9.867397
610.9537	-0.3536749	1.853748	9.675198
615.7784	-3.64954	2.645277	6.624801
621.1036	-2.247897	2.808712	8.394971
624.7271	-4.703066	2.413966	7.912907
629.2916	-3.614977	2.667775	9.343189
633.0753	-6.326056	2.909551	9.299626
638.3804	-4.967102	2.650007	8.901156
642.9849	-6.571073	1.400555	6.210209
648.17	-5.58815	2.25785	6.643884
652.334	-1.490519	1.503478	9.600893
655.8575	-6.935737	2.892295	6.380106
660.6822	-6.676692	1.80386	7.292109
664.5059	-5.377223	2.847521	9.112772
669.5709	-5.373932	1.718814	6.460271
674.8961	-3.81613	1.309795	7.045732
679.2603	0.2768418	1.801072	9.189461
683.4844	-5.047012	2.943738	7.825675
688.8096	-1.222739	1.541265	6.694958
693.1539	0.123355	2.561123	9.244843
697.1978	0.09159017	1.678048	9.407303
700.8814	-0.1432103	1.649361	8.246528
705.3057	-0.1920652	1.408912	9.434744
709.2896	-3.259001	1.449727	6.79622
714.0543	-4.438937	1.299272	8.414299
717.6578	-0.2378764	1.599266	6.665739
722.3824	-6.346616	2.68139	9.016769
727.6675	-4.934261	2.526626	8.467337
732.0518	-6.558933	1.291512	6.182786
737.2769	-6.091138	2.586643	7.999978
743.2027	-4.17845	1.094744	8.147099
748.4478	-3.669089	2.210712	7.249557
752.0513	-6.181012	2.517313	9.706376
755.5547	-7.306138	1.842526	6.689132
760.0992	-7.462815	2.039766	6.175358
765.8448	0.9797673	2.903365	7.508043
769.148	-4.934038	2.237161	9.056278
774.0928	-3.753002	1.591107	9.450399
778.8775	-4.621873	1.394598	7.397062
782.3609	-7.391039	2.284864	6.813936
786.4849	-5.898445	2.034469	9.62672
792.3506	-7.344145	2.3196	6.307093
796.0342	-3.808782	2.703609	9.667635
799.1773	-5.276603	2.380823	7.165522
804.9029	-1.210076	2.934446	6.637373
810.8487	-1.659859	1.617899	7.284026
814.192	-4.884763	2.302552	6.227014
