0.2	-1.99141	2.26483	-0.05904	358.04175	2.46575	355.48395	-1.992	2.266	-0.055	0.027	-0.043	0.999	2.733	0	0	

0.4	-1.99143	2.26459	-0.0585	358.13217	2.49773	355.46933	-1.993	2.266	-0.054	0.022	-0.05	0.998	2.537	0	0	

0.6	-1.99164	2.26424	-0.05774	358.26089	2.41046	355.49561	-1.989	2.265	-0.054	-0.131	-0.022	0.991	2.372	0	0	

0.8	-1.9913	2.2643	-0.05753	358.25314	2.32403	355.4487	-1.988	2.265	-0.053	-0.122	-0.02	0.992	2.349	0	0	

1	-1.99111	2.26425	-0.05807	358.19519	2.30513	355.40735	-1.99	2.265	-0.053	-0.123	-0.024	0.992	2.39	0	0	

1.2	-1.99136	2.26435	-0.05822	358.14005	2.26258	355.43579	-1.989	2.265	-0.054	-0.125	-0.03	0.992	2.48	0	0	

1.4	-1.99152	2.26412	-0.05786	358.26895	2.21512	355.52484	-1.989	2.265	-0.053	-0.127	-0.038	0.991	2.601	0	0	

1.6	-1.99202	2.26417	-0.05791	358.26074	1.92185	355.58295	-1.957	2.261	-0.056	-0.298	-0.069	0.952	2.839	0	0	

1.8	-1.99635	2.2646	-0.05717	358.27704	359.46478	355.96442	-1.959	2.262	-0.057	-0.358	-0.1	0.928	2.897	0	0	

2	-2.01113	2.26518	-0.05452	358.57498	350.513	356.65793	-1.979	2.264	-0.053	-0.473	-0.084	0.877	2.828	0	0	

2.2	-2.03033	2.26479	-0.0504	359.55432	339.7518	357.39746	-2.046	2.267	-0.053	-0.532	-0.042	0.846	2.714	0	0	

2.4	-2.03255	2.26519	-0.0482	359.65494	340.66293	358.01794	-2.043	2.267	-0.048	-0.461	0.008	0.888	2.818	0	0	

2.6	-2.02909	2.2651	-0.0503	359.5397	341.29745	357.67963	-2.027	2.266	-0.045	-0.445	-0.034	0.895	2.677	0	0	

2.8	-2.02409	2.26553	-0.05141	358.92691	342.58521	356.98819	-2.03	2.267	-0.048	-0.449	-0.035	0.893	2.614	0	0	

3	-2.02092	2.2647	-0.05265	359.1557	343.59735	356.65002	-2.018	2.265	-0.046	-0.447	-0.044	0.893	2.674	0	0	

3.2	-2.01998	2.26624	-0.05254	358.57391	344.07925	356.59525	-2.018	2.266	-0.047	-0.454	-0.051	0.889	2.694	0	0	

3.4	-2.01963	2.26528	-0.05178	359.04001	344.37949	356.40567	-2.02	2.266	-0.046	-0.476	-0.047	0.878	2.71	0	0	

3.6	-2.01971	2.26613	-0.05342	358.56802	344.29449	356.56216	-2.021	2.266	-0.048	-0.474	-0.045	0.879	2.776	0	0	

3.8	-2.02028	2.26635	-0.0529	358.48547	344.28683	356.63721	-1.997	2.266	-0.045	-0.582	-0.049	0.812	2.923	0	0	

4	-2.02049	2.26482	-0.05257	359.0368	344.27255	356.67404	-2.001	2.265	-0.047	-0.594	-0.082	0.8	2.782	0	0	

4.2	-2.02096	2.26541	-0.0526	358.80215	344.2489	356.77271	-2.014	2.265	-0.048	-0.682	-0.09	0.726	2.912	0	0	

4.4	-2.02128	2.2645	-0.05133	359.29483	344.30515	356.73401	-2.015	2.264	-0.044	-0.566	-0.091	0.82	2.956	0	0	

4.6	-2.02073	2.2647	-0.05155	359.20166	344.4408	356.66959	-1.987	2.263	-0.042	-0.601	-0.105	0.792	3.098	0	0	

4.8	-2.02076	2.26423	-0.05116	359.37238	344.47501	356.64407	-1.989	2.262	-0.037	-0.555	-0.101	0.826	3.058	0	0	

5	-2.02068	2.26425	-0.0515	359.32889	344.54529	356.60861	-2.021	2.265	-0.047	-0.451	-0.101	0.887	2.737	0	0	

5.2	-2.02053	2.26418	-0.05153	359.31839	344.56522	356.61871	-2.021	2.265	-0.047	-0.347	-0.08	0.934	2.635	0	0	

5.4	-2.02045	2.26423	-0.05185	359.36554	344.58957	356.55896	-2.018	2.264	-0.047	-0.599	-0.139	0.789	2.481	0	0	

5.6	-2.02063	2.26411	-0.05162	359.43018	344.61792	356.60989	-2.017	2.264	-0.045	-0.612	-0.129	0.78	2.434	0	0	

5.8	-2.02054	2.26417	-0.0514	359.42233	344.68848	356.60239	-2.02	2.264	-0.047	-0.424	-0.139	0.895	2.443	0	0	

6	-2.02027	2.26401	-0.05107	359.45294	344.76898	356.59775	-2.01	2.264	-0.045	-0.547	-0.064	0.834	2.778	0	0	

6.2	-2.0198	2.26401	-0.05152	359.51395	344.98328	356.55206	-2.018	2.264	-0.046	-0.56	-0.066	0.826	2.745	0	0	

6.4	-2.01964	2.26419	-0.05153	359.52753	345.16708	356.62424	-2.018	2.264	-0.046	-0.563	-0.072	0.823	2.73	0	0	

6.6	-2.01887	2.2642	-0.05177	359.53369	345.70776	356.64691	-2.016	2.264	-0.046	-0.561	-0.072	0.824	2.73	0	0	

6.8	-2.01759	2.26419	-0.05156	359.51801	346.24942	356.44006	-2.019	2.265	-0.048	-0.198	-0.048	0.979	2.622	0	0	

7	-2.01604	2.26442	-0.05187	359.4696	346.89581	356.29309	-2.007	2.265	-0.046	-0.17	0.024	0.985	2.743	0	0	

7.2	-2.01326	2.26434	-0.05225	359.50327	348.57526	356.09689	-2.012	2.266	-0.047	-0.177	0.046	0.983	2.749	0	0	

7.4	-2.00998	2.26467	-0.05256	359.22565	350.88284	355.94196	-2.019	2.267	-0.05	-0.147	0.069	0.987	2.707	0	0	

7.6	-2.00833	2.26393	-0.05213	359.53229	352.14102	356.15173	-2.014	2.266	-0.048	-0.131	-0.031	0.991	2.728	0	0	

7.8	-2.0085	2.26359	-0.0513	359.771	351.90869	356.24973	-2.008	2.264	-0.046	-0.138	-0.032	0.99	2.807	0	0	

8	-2.00895	2.26366	-0.05102	359.81683	351.88007	356.39313	-2.008	2.264	-0.046	-0.135	-0.033	0.99	2.919	0	0	

8.2	-2.00884	2.26344	-0.05119	359.84811	351.97586	356.41	-1.999	2.263	-0.044	-0.176	0.054	0.983	2.919	0	0	

8.4	-2.00851	2.26373	-0.05144	359.65179	351.93488	356.42169	-2.01	2.265	-0.046	-0.17	0.047	0.984	2.883	0	0	

