298.9942	-0.145191	2.015264	6.919651	-4.895833	2.474594	7.130102	
302.2524	-4.771904	1.172662	6.217739	-3.673518	1.849914	8.661697	
305.2708	0.3243137	1.105454	7.396118	-2.157789	2.275816	8.140131	
308.529		-5.90013	2.233157	8.129863	-2.513012	1.453079	7.020089	
311.3874	-4.477054	1.031735	9.221912	1.113294	2.823826	6.120038	
314.5657	-0.9995689	2.610435	8.872534	-5.752233	1.166977	6.739338	
317.4441	-4.167649	2.801799	8.015197	-1.418587	2.900765	7.335697	
320.7023	-4.623082	2.290918	8.359363	-0.2640848	2.274023	9.872038	
323.6407	-1.167308	1.103002	6.005486	-4.634745	2.844716	6.784439	
326.5991	1.032443	2.290773	6.624372	-6.685773	1.391987	8.893978	
329.4975	0.7940747	1.793231	8.023977	-6.378232	1.713656	8.708202	
332.3959	-7.136529	1.885498	8.169777	1.41229	1.461353	6.663443	
335.4542	1.149021	2.4047	9.506784	-4.188907	2.094472	6.212564	
338.2327	-7.149717	2.476701	8.433573	1.288494	2.639024	7.658772	
341.4709	-2.024499	1.285785	9.793957	-5.39443	2.477996	8.387919	
344.3693	0.5489197	1.387706	9.37126	-4.213217	2.088886	8.236313	
347.3676	1.342455	2.526327	7.452907	-1.89332	2.471746	7.942682	
350.286		-4.047892	1.673988	6.816803	-7.487847	2.770126	8.856405	
353.2444	-4.868012	1.698777	6.261382	0.4861366	1.448537	9.032393	
356.1228	-4.562122	2.376222	6.15508	-3.976063	1.942037	8.940996	
359.0612	-6.856103	2.595243	6.57016	-5.839812	1.266979	9.047302	
361.9396	-7.339564	2.583406	8.612194	-2.666424	2.4138	8.528748	
364.7581	-7.000447	2.436098	8.861266	-5.809299	2.730888	6.363129	
367.6765	-5.227165	1.806858	7.753701	-0.7343673	1.403334	7.652129	
370.4949	0.7071518	1.701782	8.792721	-4.856538	2.125285	8.13861	
373.5932	-7.485146	1.969474	8.807986	0.4579884	1.89845	7.064038	
376.3717	1.482853	1.584512	7.844316	-7.07916	1.746594	8.637352	
379.41	1.453002	1.381739	8.462524	-3.659599	2.694904	9.656656	
382.2685	-0.6086628	2.083315	9.628302	-5.455024	1.177224	6.542995	
385.3068	-6.108428	2.128564	6.948177	-2.133333	1.971669	8.522654	
388.525	-1.980798	1.552462	9.048409	-7.404933	2.654114	9.656559	
391.6833	1.195534	2.724031	6.61858	-2.037437	1.818594	6.352089	
394.6417	-4.069543	1.444243	7.800382	1.197122	1.403843	6.177417	
397.74	-1.50763	1.010309	6.855721	1.061191	1.501847	7.932362	
400.9782	-5.75105	2.95627	6.392883	-2.814361	1.576338	8.720169	
404.1364	1.413712	2.958386	7.90284	-5.532069	2.42739	7.947301	
407.2547	-6.505301	1.307135	8.067351	-4.858636	2.739759	6.798598	
410.0732	0.08709264	2.536454	8.955772	-4.136688	2.193738	6.962757	
413.1915	0.06022561	2.623182	8.182325	-6.500006	1.248744	6.681384	
