0.2	153.09483	1.96352	60.91217	1.94644	264.43155	358.56833	0	0	0	0	0	0	0	0	0	

0.4	153.09497	1.96345	60.91259	1.95216	264.50876	358.38428	153.109	1.963	60.933	-0.996	-0.021	-0.086	3.451	0	0	

0.6	153.09627	1.96386	60.9124	1.59117	264.45343	358.49689	153.11	1.963	60.932	-0.985	-0.17	0.015	3.828	0	0	

0.8	153.09738	1.96421	60.91223	1.30986	264.53613	358.56738	153.11	1.964	60.951	-1	0.006	-0.028	3.941	0	0	

1	153.09796	1.9646	60.9121	1.15477	264.43726	358.66061	153.112	1.965	60.932	-0.998	0.045	-0.035	4.097	0	0	

1.2	153.09819	1.96452	60.91256	1.05935	264.63123	358.52313	153.113	1.965	60.93	-0.998	0.048	-0.039	4.224	0	0	

1.4	153.0974	1.96447	60.91292	1.20644	264.67914	358.47733	153.113	1.965	60.933	-0.998	0.046	-0.046	4.361	0	0	

1.6	153.09604	1.96378	60.91273	1.72406	264.61258	358.43951	153.111	1.963	60.967	-0.881	-0.097	-0.462	4.559	0	0	

1.8	153.09579	1.96368	60.91254	1.77356	264.57977	358.52814	153.112	1.963	60.909	-0.83	-0.107	-0.547	4.71	0	0	

2	153.09613	1.96377	60.91207	1.66837	264.51553	358.64505	153.111	1.963	60.934	-0.852	-0.133	-0.506	4.519	0	0	

2.2	153.0956	1.96409	60.91205	1.62003	264.47388	358.53873	153.112	1.964	60.933	-0.872	0.054	-0.487	4.557	0	0	

2.4	153.09489	1.96342	60.91027	2.04546	262.78821	358.68491	153.111	1.963	60.929	-0.742	-0.127	-0.658	4.543	0	0	

2.6	153.09439	1.96299	60.90656	2.43521	260.36115	358.88	153.112	1.963	60.909	-0.743	-0.099	-0.661	4.509	0	0	

2.8	153.09392	1.9626	60.90519	2.65001	260.24442	359.1665	153.109	1.963	60.932	-0.78	-0.038	-0.625	4.629	0	0	

3	153.09404	1.96291	60.90617	2.66741	260.7146	359.07605	153.109	1.963	60.923	-0.797	0.082	-0.598	4.52	0	0	

3.2	153.09425	1.96253	60.9088	2.65949	262.09622	358.66626	153.109	1.963	60.923	-0.885	0.084	-0.459	4.344	0	0	

3.4	153.09436	1.96225	60.91172	2.82895	264.05072	358.36047	153.108	1.962	60.931	-0.883	-0.064	-0.464	4.513	0	0	

