569.1929	149.7367	0.8488495	63.29604
572.6163	149.9336	0.803485	60.6108
577.9815	149.8621	1.503638	60.00377
583.0665	149.5413	1.632412	60.69995
585.9893	149.3883	1.524342	60.58184
591.3345	149.3865	0.8556253	60.27625
597.0801	149.5522	1.541407	63.15919
599.963	149.1043	1.536477	59.9029
604.2471	149.7711	1.258651	60.34708
608.3511	149.0327	0.7883646	62.86307
612.5152	149.2394	1.692712	63.27469
618.2408	149.2316	1.218496	59.98009
623.566	149.9697	0.7632402	63.20661
627.7501	149.5976	1.336571	62.73317
633.2554	149.0536	1.574649	63.18406
637.0591	149.4056	1.052159	60.62496
640.963	149.7853	1.554011	63.06372
645.8677	149.6057	1.165023	60.57741
649.3712	149.3283	0.8733102	60.04113
652.9547	149.6904	1.24301	60.20786
657.2989	149.7429	1.406971	59.87114
660.7022	149.7177	1.128287	60.07946
664.2056	149.4736	0.9443306	63.15469
669.0504	149.0626	1.107547	62.95526
674.836	149.3032	0.9122003	60.38472
679.0401	149.5255	1.12596	62.66689
683.5045	149.0958	1.233532	63.49277
688.8897	149.3955	1.140241	62.73071
692.4532	149.5033	0.9998742	60.16335
697.6783	149.3028	1.405503	60.20471
702.543	149.0367	1.563965	62.67243
707.648	149.7201	1.722292	62.95945
711.5518	149.053	1.418467	63.40224
716.7169	149.0031	1.349596	62.90495
720.0001	149.6999	1.117274	59.96852
724.5845	149.2744	1.604961	63.24197
728.9888	149.2469	1.233109	62.80547
735.0147	149.9315	0.9378146	62.70263
739.9395	149.2334	1.174308	63.04344
745.4249	149.3493	1.333256	60.13728
750.8502	149.8354	1.23272	62.72778
755.5347	149.6416	1.450555	60.01307
759.919	149.3404	0.7523931	62.49377
763.5425	149.3684	1.687621	62.85504
769.0279	149.159	1.676172	62.51211
774.5933	149.3518	0.99524	62.68282
780.0987	149.3221	1.213166	62.95211
784.6231	149.2202	1.140964	59.90446
790.5489	149.7395	1.185153	62.63788
794.8731	149.9914	1.445832	60.45114
798.9971	149.9285	0.7676911	62.48171
802.6607	149.5007	1.063371	59.77171
808.4664	149.5049	1.285913	60.27422
813.7715	149.5921	1.009296	59.98582
