0.2	153.50313	1.92727	61.00051	359.55615	264.45349	0.05947	153.521	1.931	61.018	-0.99	-0.1	-0.099	3.803	0	0	

0.4	153.50267	1.9271	61.00019	359.67728	264.39514	0.12907	153.521	1.93	61.016	-0.989	-0.103	-0.107	3.888	0	0	

0.6	153.50272	1.92705	61.00009	359.72412	264.4209	0.07043	153.52	1.932	61.045	-0.864	0.033	-0.502	4.121	0	0	

0.8	153.5029	1.92715	60.99961	359.66229	263.97397	0.20482	153.522	1.931	61.025	-0.805	0.08	-0.588	4.19	0	0	

1	153.50369	1.92767	60.99689	359.27899	262.16272	0.40977	153.521	1.932	61.04	-0.81	0.068	-0.583	4.103	0	0	

1.2	153.5031	1.92772	60.99607	359.39337	262.12561	0.53444	153.521	1.931	61.012	-0.91	0.023	-0.414	4.143	0	0	

1.4	153.50269	1.92729	60.99776	359.48444	262.79791	0.2739	153.519	1.931	61.027	-0.907	0.017	-0.42	4.317	0	0	

1.6	153.50279	1.92749	60.99833	359.40451	262.77646	0.25352	153.52	1.932	61.051	-0.808	0.051	-0.587	4.489	0	0	

1.8	153.50275	1.92728	60.99815	359.42715	262.75977	0.22537	153.522	1.932	61.02	-0.789	0.069	-0.61	4.513	0	0	

2	153.5024	1.9278	60.99786	359.46478	262.66876	0.25483	153.521	1.931	61.021	-0.872	0.078	-0.483	4.416	0	0	

2.2	153.50279	1.9273	60.99733	359.47739	262.43689	0.34771	153.521	1.931	61.02	-0.773	-0.005	-0.634	4.465	0	0	

2.4	153.50302	1.92752	60.9963	359.5455	262.2735	0.43398	153.52	1.931	61.025	-0.867	0.034	-0.497	4.463	0	0	

2.6	153.50293	1.9271	60.99502	359.59818	261.95917	0.59357	153.519	1.932	61.049	-0.803	-0.061	-0.593	4.437	0	0	

2.8	153.5033	1.92722	60.99193	359.63089	260.0119	0.76023	153.519	1.931	61.027	-0.791	-0.069	-0.608	4.481	0	0	

3	153.50429	1.92699	60.98973	359.55807	259.07382	0.95696	153.52	1.93	61.013	-0.78	-0.049	-0.624	4.438	0	0	

3.2	153.50426	1.92666	60.98907	359.52368	258.82028	1.03641	153.522	1.93	61.002	-0.805	0.045	-0.592	4.532	0	0	

3.4	153.50362	1.92709	60.98928	359.50424	258.7692	1.04853	153.518	1.933	61.039	-0.789	0.061	-0.611	4.444	0	0	

3.6	153.50273	1.92712	60.99067	359.60864	259.16187	0.87167	153.519	1.931	61.013	-0.772	0.084	-0.63	4.324	0	0	

3.8	153.50314	1.92735	60.99087	359.50726	259.10687	0.86423	153.52	1.931	61.012	-0.855	0.091	-0.511	4.207	0	0	

4	153.50345	1.9275	60.99107	359.46756	259.23386	0.82406	153.523	1.931	60.992	-0.891	0.098	-0.444	4.311	0	0	

4.2	153.50255	1.92712	60.99046	359.59045	259.14963	0.88734	153.519	1.931	61.014	-0.919	0.078	-0.386	4.374	0	0	

4.4	153.50182	1.92662	60.99038	359.7652	259.17618	0.86687	153.52	1.93	61.003	-0.802	0.037	-0.597	4.512	0	0	

4.6	153.50179	1.92689	60.9908	359.66919	259.14819	0.84562	153.516	1.931	61.031	-0.792	0.013	-0.61	4.534	0	0	

4.8	153.50145	1.92668	60.9912	359.73212	259.27628	0.78629	153.516	1.931	61.03	-0.848	0.037	-0.528	4.44	0	0	

5	153.50165	1.92653	60.99155	359.74493	259.41	0.71433	153.517	1.93	61.013	-0.858	0.046	-0.512	4.479	0	0	

5.2	153.5022	1.92665	60.99188	359.66479	259.46899	0.68624	153.519	1.93	61.012	-0.741	-0.026	-0.671	4.511	0	0	

5.4	153.50208	1.92684	60.99177	359.7056	259.37701	0.69392	153.519	1.931	61.023	-0.733	-0.041	-0.679	4.415	0	0	

5.6	153.50189	1.92662	60.99078	359.78845	259.15509	0.79519	153.519	1.93	61.014	-0.719	-0.036	-0.694	4.387	0	0	

5.8	153.50146	1.92599	60.99011	359.94678	259.10007	0.85626	153.519	1.93	61.014	-0.724	-0.036	-0.689	4.333	0	0	

