570.5342	149.9587	1.355538	63.12877
574.8985	149.2598	0.805039	60.65181
580.0435	149.9695	1.536731	60.01003
583.587	149.127	1.491185	62.90395
589.1524	149.2675	1.505531	60.04837
592.6758	149.7036	0.8219441	62.96379
595.5386	149.4544	1.586961	63.04471
600.2232	149.7795	1.194429	60.52246
603.3863	149.0961	1.014365	60.09658
608.3311	149.5041	0.8282038	60.49128
611.4942	149.5255	0.8352562	59.88921
615.5982	149.2517	1.287174	63.3042
618.7613	149.4979	0.9377776	60.53505
623.7061	149.7039	1.179343	63.19304
628.5909	149.7188	1.195682	60.02475
633.2554	149.77	1.440461	62.58009
639.0811	149.859	1.742286	62.69423
642.6046	149.8376	1.024683	62.87177
648.21	149.496	1.437759	62.71381
651.4131	149.1909	1.608447	60.49255
654.3961	149.9239	0.9320947	63.40399
658.42	149.2228	0.8196554	63.04749
663.2047	149.2489	1.657267	60.17206
668.7901	149.5308	1.118105	59.91329
674.7359	149.5253	1.158669	60.3226
677.9791	149.9244	0.8261847	59.93978
681.4825	149.9783	1.15134	62.92133
686.4874	149.955	1.188928	59.76971
689.7706	149.9161	1.409163	60.20747
695.6563	149.1944	1.324912	63.425
700.6612	149.4563	0.8680317	63.03057
705.586	149.8981	0.9532589	59.78255
708.8492	149.8471	0.9834626	63.40039
712.733	149.0198	1.427148	59.78053
716.1163	149.9974	1.729032	60.79033
719.7798	149.6488	1.37988	62.75829
723.5035	149.2819	1.719259	62.93888
727.3672	149.8835	1.662617	62.57887
733.293	149.8745	0.9148889	62.73925
737.2169	149.455	1.300771	60.10924
742.9424	149.1565	1.295325	59.77158
748.648	149.0084	1.684072	60.39171
753.1524	149.4257	1.048192	63.37241
758.0372	149.8395	0.8139633	62.94972
763.1622	149.4097	1.693143	60.22923
766.6656	149.9946	0.7654517	60.46236
769.7486	149.2334	1.137332	62.86874
774.4131	149.2851	1.018283	60.51357
780.0186	149.589	1.11833	60.18497
784.9034	149.5869	1.567166	59.80988
790.1885	149.5939	0.790226	60.28271
794.4127	149.3582	1.091452	62.84924
799.6778	149.1302	1.414985	62.93253
803.4214	149.2453	1.234905	60.21739
808.066	149.6535	1.239526	63.08443
812.4102	149.6833	1.703826	63.07321
816.334	149.3303	1.679253	59.75204
