0.2	-2.0509	2.21886	0.18268	1.21309	1.83002	359.83078	-2.049	2.223	0.186	-0.097	-0.003	0.995	3.084	0	0	

0.4	-2.05068	2.21879	0.18294	1.38403	1.78871	359.74792	-2.08	2.222	0.187	-0.092	-0.06	0.994	2.891	0	0	

0.6	-2.05046	2.21846	0.18368	1.56647	1.92323	359.75034	-2.024	2.222	0.187	-0.204	-0.058	0.977	2.585	0	0	

0.8	-2.05044	2.2184	0.18373	1.63708	1.92227	359.74289	-2.049	2.221	0.186	-0.389	-0.086	0.917	2.655	0	0	

1	-2.0505	2.21829	0.18415	1.65391	1.90205	359.86584	-2.048	2.221	0.186	-0.404	-0.117	0.907	2.646	0	0	

1.2	-2.05049	2.21837	0.18429	1.69762	1.6817	359.78711	-2.046	2.221	0.187	-0.407	-0.118	0.906	2.75	0	0	

1.4	-2.06399	2.22058	0.18279	1.5804	349.68454	358.66693	-2.024	2.223	0.189	-0.59	0.045	0.806	2.895	0	0	

1.6	-2.08953	2.22357	0.17546	359.77441	331.59714	358.33017	-2.068	2.226	0.188	-0.631	0.104	0.769	2.909	0	0	

1.8	-2.1081	2.2206	0.16706	0.65535	320.58755	358.46786	-2.105	2.225	0.173	-0.633	0.106	0.767	3.013	0	0	

2	-2.11325	2.21886	0.16721	1.45993	319.70074	358.42917	-2.116	2.223	0.169	-0.759	0.085	0.646	2.976	0	0	

2.2	-2.11036	2.21882	0.17104	1.65854	320.58932	357.42529	-2.115	2.222	0.174	-0.533	0.087	0.841	2.97	0	0	

2.4	-2.10599	2.21885	0.17396	1.58657	321.99594	357.22791	-2.11	2.222	0.178	-0.538	0.086	0.839	3.028	0	0	

2.6	-2.10379	2.21873	0.17503	1.69804	322.71335	357.1525	-2.105	2.222	0.181	-0.405	0.083	0.91	3.06	0	0	

2.8	-2.10401	2.21944	0.17448	1.3834	322.97937	357.46967	-2.107	2.222	0.18	-0.344	0.085	0.935	3.046	0	0	

3	-2.10418	2.21889	0.17495	1.36227	322.5892	357.31155	-2.106	2.223	0.179	-0.652	0.043	0.757	2.978	0	0	

3.2	-2.10272	2.21921	0.1761	1.37256	322.81116	357.52283	-2.101	2.222	0.182	-0.683	-0.014	0.73	2.991	0	0	

3.4	-2.10044	2.21945	0.17773	1.38738	323.255	357.08337	-2.103	2.222	0.181	-0.711	-0.002	0.703	3	0	0	

3.6	-2.09905	2.21876	0.17699	1.72955	323.60229	356.81381	-2.103	2.222	0.181	-0.493	0.012	0.87	2.986	0	0	

3.8	-2.09821	2.21795	0.1756	2.01912	324.01968	356.73474	-2.115	2.222	0.17	-0.583	0.008	0.812	2.96	0	0	

4	-2.09849	2.21894	0.17454	1.74512	324.15033	356.91635	-2.101	2.222	0.177	-0.775	-0.049	0.63	2.903	0	0	

