569.0128	-3.116859	1.828076	9.172471
573.9376	0.3577586	2.617527	9.969353
580.0435	-1.170525	1.260854	6.679791
586.1895	-1.183311	1.075037	6.330836
590.2134	-6.143724	1.411249	6.633997
593.6568	-3.982092	1.501523	9.393452
598.5416	-5.713551	2.86029	9.85
602.5855	-3.577032	2.525452	9.484383
608.4312	1.40433	1.841619	7.228104
613.4561	-5.912344	1.802819	9.42484
618.5211	-4.903791	2.03274	7.586424
624.0865	-1.813414	2.632796	8.886522
627.6299	-6.670209	2.330475	8.181606
631.3736	-4.441005	2.716272	7.778348
634.4366	-3.320663	1.85455	9.342287
639.5015	-1.041318	2.81896	6.031606
645.4473	-1.545819	2.210737	7.346198
649.0308	-0.8156853	1.599836	9.237602
652.8345	-2.885519	2.154328	6.969341
658.0797	-4.13577	1.956651	6.310481
662.6841	-5.627827	1.665054	9.179726
667.7691	-6.341287	2.034925	8.76687
672.9141	-4.87976	1.293761	8.204826
678.96	-6.670341	1.664566	8.458817
684.5855	-0.01191413	2.530077	9.807804
689.4703	-4.103466	1.360405	6.435912
693.8546	-1.40365	2.15577	6.267048
697.9185	-1.008565	1.730377	8.554848
701.8824	-2.528816	1.442039	6.532408
706.8072	-4.579642	2.984614	8.484905
712.6529	-2.125087	1.323766	7.28244
716.2564	1.084869	1.396522	9.076324
720.3604	-6.168624	2.727816	9.093187
724.4644	-0.2321708	1.813378	6.466714
730.1299	-1.622776	1.495605	9.788166
733.5733	-3.655922	2.618552	6.222034
736.8565	-1.613241	2.175816	8.983187
740.6002	1.474455	1.331621	9.183497
744.8443	-1.801327	2.147058	6.470838
748.3677	0.3379382	2.682083	9.407567
752.692	0.3120409	1.663087	7.081574
758.0972	-5.706866	2.747455	9.047287
761.5005	-1.550193	1.99397	7.496023
765.044	-5.221995	1.477319	8.642649
768.3472	1.100716	2.375583	7.756488
774.1329	0.04762566	2.918559	6.283901
778.9376	-2.747383	2.702363	9.105396
782.441	0.300944	2.837656	9.497769
787.626	-1.691171	2.011115	7.340583
793.2515	-3.418728	1.642516	9.953835
797.4156	-6.862938	1.978778	7.563839
801.1192	-5.940713	1.665155	9.115763
806.6846	-7.273881	2.170952	8.309641
811.5093	0.8417129	1.74132	9.901943
815.3731	0.5475937	1.912192	7.991177
